"","SampleID","Drug","Conc","Percent","Name"
"78","ind1a","Epi",0.5,0.81954256364614,"Epirubicin"
"79","ind1a","Epi",0.5,0.833565110975135,"Epirubicin"
"80","ind1a","Epi",0.5,0.839164858801061,"Epirubicin"
"81","ind1a","Epi",1,0.352084236307472,"Epirubicin"
"82","ind1a","Epi",1,0.464754769423404,"Epirubicin"
"83","ind1a","Epi",1,0.491217931518441,"Epirubicin"
"84","ind1a","Epi",1,0.520491493123637,"Epirubicin"
"85","ind1a","Epi",5,0.358815575018358,"Epirubicin"
"86","ind1a","Epi",5,0.442059355578242,"Epirubicin"
"87","ind1a","Epi",5,0.498383572439238,"Epirubicin"
"88","ind1a","Epi",5,0.946322067594433,"Epirubicin"
"89","ind1a","Epi",10,0.537918871252205,"Epirubicin"
"90","ind1a","Epi",10,0.554902345025802,"Epirubicin"
"91","ind1a","Epi",10,0.668392231149433,"Epirubicin"
"92","ind1a","Epi",10,0.697106277353191,"Epirubicin"
"93","ind1a","Epi",50,0,"Epirubicin"
"94","ind1a","Epi",50,0,"Epirubicin"
"95","ind1a","Epi",50,0,"Epirubicin"
"96","ind1a","Epi",50,0,"Epirubicin"
"97","ind1a","Mito",0.01,0.681258449421031,"Mitoxantrone"
"98","ind1a","Mito",0.01,0.775256421559983,"Mitoxantrone"
"99","ind1a","Mito",0.01,0.845283753600188,"Mitoxantrone"
"100","ind1a","Mito",0.01,0.886458149650267,"Mitoxantrone"
"101","ind1a","Mito",0.05,0.70447361371551,"Mitoxantrone"
"102","ind1a","Mito",0.05,0.73720867934637,"Mitoxantrone"
"103","ind1a","Mito",0.05,0.871551031342084,"Mitoxantrone"
"104","ind1a","Mito",0.05,0.917126529154389,"Mitoxantrone"
"105","ind1a","Mito",0.1,0.650535014302363,"Mitoxantrone"
"106","ind1a","Mito",0.1,0.991084860684394,"Mitoxantrone"
"107","ind1a","Mito",0.1,1.25046615107533,"Mitoxantrone"
"108","ind1a","Mito",0.1,1.33284775929654,"Mitoxantrone"
"109","ind1a","Mito",0.5,0.666824275463092,"Mitoxantrone"
"110","ind1a","Mito",0.5,0.876406890285735,"Mitoxantrone"
"111","ind1a","Mito",0.5,0.919063247482895,"Mitoxantrone"
"112","ind1a","Mito",0.5,1.20165581947303,"Mitoxantrone"
"113","ind1a","Mito",1,0.277059985002029,"Mitoxantrone"
"114","ind1a","Mito",1,0.406458759021142,"Mitoxantrone"
"115","ind1a","Mito",1,0.528447985249702,"Mitoxantrone"
"116","ind1a","Mito",1,0.637351826243696,"Mitoxantrone"
"117","ind1a","Mito",5,0,"Mitoxantrone"
"118","ind1a","Mito",5,0,"Mitoxantrone"
"119","ind1a","Mito",5,0.0130926154783013,"Mitoxantrone"
"120","ind1a","Mito",5,0.0222941629502265,"Mitoxantrone"
"121","ind1a","Mito",10,0,"Mitoxantrone"
"122","ind1a","Mito",10,0,"Mitoxantrone"
"123","ind1a","Mito",10,0.0226772922246173,"Mitoxantrone"
"124","ind1a","Mito",10,0.0250179632895682,"Mitoxantrone"
"125","ind1a","Mito",50,0,"Mitoxantrone"
"126","ind1a","Mito",50,0,"Mitoxantrone"
"127","ind1a","Mito",50,0,"Mitoxantrone"
"128","ind1a","Mito",50,0.0143638006547404,"Mitoxantrone"
"129","ind1a","Tras",0.01,0.578094692294128,"Trastuzumab"
"130","ind1a","Tras",0.01,0.681655204843355,"Trastuzumab"
"131","ind1a","Tras",0.01,0.737167901016869,"Trastuzumab"
"132","ind1a","Tras",0.01,0.755727237994475,"Trastuzumab"
"133","ind1a","Tras",0.05,0.810590231270649,"Trastuzumab"
"134","ind1a","Tras",0.05,0.961581391195642,"Trastuzumab"
"135","ind1a","Tras",0.05,1.05810340208947,"Trastuzumab"
"136","ind1a","Tras",0.05,1.09539244575409,"Trastuzumab"
"137","ind1a","Tras",0.1,0.620214005720945,"Trastuzumab"
"138","ind1a","Tras",0.1,0.909402479076173,"Trastuzumab"
"139","ind1a","Tras",0.1,1.19711833880708,"Trastuzumab"
"140","ind1a","Tras",0.1,1.42543701663312,"Trastuzumab"
"141","ind1a","Tras",0.5,0.808125197010995,"Trastuzumab"
"142","ind1a","Tras",0.5,0.810433702323339,"Trastuzumab"
"143","ind1a","Tras",0.5,0.970485435092989,"Trastuzumab"
"144","ind1a","Tras",0.5,1.13286421538633,"Trastuzumab"
"145","ind1a","Tras",1,0.748529442116778,"Trastuzumab"
"146","ind1a","Tras",1,0.752344292859452,"Trastuzumab"
"147","ind1a","Tras",1,0.864178929915447,"Trastuzumab"
"148","ind1a","Tras",1,0.915385303364912,"Trastuzumab"
"149","ind1a","Tras",5,0.867117117117117,"Trastuzumab"
"150","ind1a","Tras",5,0.886581412426343,"Trastuzumab"
"151","ind1a","Tras",5,0.936650368061899,"Trastuzumab"
"152","ind1a","Tras",5,1.01353590170688,"Trastuzumab"
"153","ind1a","Tras",10,0.645840137609685,"Trastuzumab"
"154","ind1a","Tras",10,0.788272693622488,"Trastuzumab"
"155","ind1a","Tras",10,0.85877044004616,"Trastuzumab"
"156","ind1a","Tras",10,0.966490299823633,"Trastuzumab"
"157","ind1a","Veh",0.01,0.586514724034562,"Vehicle"
"158","ind1a","Veh",0.01,0.778320255099042,"Vehicle"
"159","ind1a","Veh",0.01,0.797210221595251,"Vehicle"
"160","ind1a","Veh",0.01,1,"Vehicle"
"161","ind1a","Veh",0.05,0.80436199660684,"Vehicle"
"162","ind1a","Veh",0.05,0.937637289043665,"Vehicle"
"163","ind1a","Veh",0.05,1,"Vehicle"
"164","ind1a","Veh",0.05,1.08858380212519,"Vehicle"
"165","ind1a","Veh",0.1,0.72647526220998,"Vehicle"
"166","ind1a","Veh",0.1,0.819980930183282,"Vehicle"
"167","ind1a","Veh",0.1,1,"Vehicle"
"168","ind1a","Veh",0.1,1.296980612353,"Vehicle"
"169","ind1a","Veh",0.5,0.878451169086425,"Vehicle"
"170","ind1a","Veh",0.5,0.99995364447164,"Vehicle"
"171","ind1a","Veh",0.5,1,"Vehicle"
"172","ind1a","Veh",0.5,1.23092933563257,"Vehicle"
"173","ind1a","Veh",1,0.555206978872125,"Vehicle"
"174","ind1a","Veh",1,0.78733841062792,"Vehicle"
"175","ind1a","Veh",1,0.866521502824159,"Vehicle"
"176","ind1a","Veh",1,1,"Vehicle"
"177","ind1a","Veh",5,1,"Vehicle"
"178","ind1a","Veh",5,1.14816506367202,"Vehicle"
"179","ind1a","Veh",5,1.17044579370623,"Vehicle"
"180","ind1a","Veh",5,1.2780568839217,"Vehicle"
"181","ind1a","Veh",10,1,"Vehicle"
"182","ind1a","Veh",10,1.18297515622618,"Vehicle"
"183","ind1a","Veh",10,1.36916193089033,"Vehicle"
"184","ind1a","Veh",10,1.4434972891763,"Vehicle"
"185","ind1a","Veh",50,0.841588362803237,"Vehicle"
"186","ind1a","Veh",50,0.925001110984925,"Vehicle"
"187","ind1a","Veh",50,1,"Vehicle"
"188","ind1a","Veh",50,1.36049238851883,"Vehicle"
"189","ind1b","Daun",0.01,1.08578700875585,"Daunorubicin"
"190","ind1b","Daun",0.01,1.11875381795968,"Daunorubicin"
"191","ind1b","Daun",0.01,1.24073508450417,"Daunorubicin"
"192","ind1b","Daun",0.01,1.34113215231114,"Daunorubicin"
"193","ind1b","Daun",0.05,0.816372214760478,"Daunorubicin"
"194","ind1b","Daun",0.05,1.2978843085259,"Daunorubicin"
"195","ind1b","Daun",0.05,1.3211649504655,"Daunorubicin"
"196","ind1b","Daun",0.05,1.44669444731435,"Daunorubicin"
"197","ind1b","Daun",0.1,0.337913126780447,"Daunorubicin"
"198","ind1b","Daun",0.1,0.500980664028033,"Daunorubicin"
"199","ind1b","Daun",0.1,0.543862656616331,"Daunorubicin"
"200","ind1b","Daun",0.5,0.377597588146136,"Daunorubicin"
"201","ind1b","Daun",0.5,0.405053960260732,"Daunorubicin"
"202","ind1b","Daun",0.5,0.689714006476888,"Daunorubicin"
"203","ind1b","Daun",0.5,1.02997424153325,"Daunorubicin"
"204","ind1b","Daun",1,0.346638491038585,"Daunorubicin"
"205","ind1b","Daun",1,0.350760481072761,"Daunorubicin"
"206","ind1b","Daun",1,0.554825076308993,"Daunorubicin"
"207","ind1b","Daun",1,0.599114728722618,"Daunorubicin"
"208","ind1b","Daun",5,0.195642300374394,"Daunorubicin"
"209","ind1b","Daun",5,0.225814767077886,"Daunorubicin"
"210","ind1b","Daun",5,0.292567360216044,"Daunorubicin"
"211","ind1b","Daun",5,0.334818633769103,"Daunorubicin"
"212","ind1b","Daun",10,0,"Daunorubicin"
"213","ind1b","Daun",10,0.0315778819877872,"Daunorubicin"
"214","ind1b","Daun",10,0.0363910349403417,"Daunorubicin"
"215","ind1b","Daun",10,0.0635493629319749,"Daunorubicin"
"216","ind1b","Daun",50,0,"Daunorubicin"
"217","ind1b","Daun",50,0.000455904739091155,"Daunorubicin"
"218","ind1b","Daun",50,0.00951990912814017,"Daunorubicin"
"219","ind1b","Daun",50,0.0253297582159443,"Daunorubicin"
"220","ind1b","Doxo",0.01,0.431633068621462,"Doxorubicin"
"221","ind1b","Doxo",0.01,1.46376501730808,"Doxorubicin"
"222","ind1b","Doxo",0.01,1.75719812665445,"Doxorubicin"
"223","ind1b","Doxo",0.05,1.13974124966996,"Doxorubicin"
"224","ind1b","Doxo",0.05,1.2254709508558,"Doxorubicin"
"225","ind1b","Doxo",0.05,1.26602840054643,"Doxorubicin"
"226","ind1b","Doxo",0.05,1.50744452480169,"Doxorubicin"
"227","ind1b","Doxo",0.1,0.574477525398946,"Doxorubicin"
"228","ind1b","Doxo",0.1,0.575990117730103,"Doxorubicin"
"229","ind1b","Doxo",0.1,0.60568734716515,"Doxorubicin"
"230","ind1b","Doxo",0.1,0.708583961479315,"Doxorubicin"
"231","ind1b","Doxo",0.5,0.597157457945783,"Doxorubicin"
"232","ind1b","Doxo",0.5,0.605829199002791,"Doxorubicin"
"233","ind1b","Doxo",0.5,0.775454086154203,"Doxorubicin"
"234","ind1b","Doxo",1,0.320993451775325,"Doxorubicin"
"235","ind1b","Doxo",1,0.332150652648422,"Doxorubicin"
"236","ind1b","Doxo",1,0.48354247649857,"Doxorubicin"
"237","ind1b","Doxo",1,0.544433139408486,"Doxorubicin"
"238","ind1b","Doxo",5,0.327514883692383,"Doxorubicin"
"239","ind1b","Doxo",5,0.362585159270852,"Doxorubicin"
"240","ind1b","Doxo",5,0.555539188608605,"Doxorubicin"
"241","ind1b","Doxo",10,0.0438102252501074,"Doxorubicin"
"242","ind1b","Doxo",10,0.33145530402708,"Doxorubicin"
"243","ind1b","Doxo",10,0.332917243007996,"Doxorubicin"
"244","ind1b","Doxo",10,0.442866300057353,"Doxorubicin"
"245","ind1b","Doxo",5,0.00458995618678185,"Doxorubicin"
"246","ind1b","Doxo",50,0.0173552888813334,"Doxorubicin"
"247","ind1b","Doxo",50,0.0346333057729903,"Doxorubicin"
"248","ind1b","Doxo",50,0.0400500722493104,"Doxorubicin"
"249","ind1b","Doxo",50,0.0409230457811815,"Doxorubicin"
"250","ind1b","Epi",0.01,0.932396660557931,"Epirubicin"
"251","ind1b","Epi",0.01,0.940164935858277,"Epirubicin"
"252","ind1b","Epi",0.01,1.1622683771126,"Epirubicin"
"253","ind1b","Epi",0.05,0.758170609911492,"Epirubicin"
"254","ind1b","Epi",0.05,1.06339038697753,"Epirubicin"
"255","ind1b","Epi",0.05,1.14726039191377,"Epirubicin"
"256","ind1b","Epi",0.05,1.48884756230556,"Epirubicin"
"257","ind1b","Epi",0.1,0.414828446819775,"Epirubicin"
"258","ind1b","Epi",0.1,0.518844379458996,"Epirubicin"
"259","ind1b","Epi",0.1,0.721017470441425,"Epirubicin"
"260","ind1b","Epi",0.5,0.417403115863406,"Epirubicin"
"261","ind1b","Epi",0.5,0.455204287003984,"Epirubicin"
"262","ind1b","Epi",0.5,0.568732037403613,"Epirubicin"
"263","ind1b","Epi",0.5,0.573966555405551,"Epirubicin"
"264","ind1b","Epi",1,0.203377596897202,"Epirubicin"
"265","ind1b","Epi",1,0.442296487612289,"Epirubicin"
"266","ind1b","Epi",1,0.503639351960554,"Epirubicin"
"267","ind1b","Epi",1,0.602741036410912,"Epirubicin"
"268","ind1b","Epi",5,0.447910145461241,"Epirubicin"
"269","ind1b","Epi",5,0.668409746516909,"Epirubicin"
"270","ind1b","Epi",5,0.745854047750568,"Epirubicin"
"271","ind1b","Epi",10,0.251341047872879,"Epirubicin"
"272","ind1b","Epi",10,0.381397388752066,"Epirubicin"
"273","ind1b","Epi",10,0.382836836364045,"Epirubicin"
"274","ind1b","Epi",10,0.697952160858271,"Epirubicin"
"275","ind1b","Epi",50,0,"Epirubicin"
"276","ind1b","Epi",50,0,"Epirubicin"
"277","ind1b","Epi",50,0.00951990912814017,"Epirubicin"
"278","ind1b","Epi",50,0.0146430420436896,"Epirubicin"
"279","ind1b","Mito",0.01,0.923233557320301,"Mitoxantrone"
"280","ind1b","Mito",0.01,1.51187130930564,"Mitoxantrone"
"281","ind1b","Mito",0.01,1.70105884748524,"Mitoxantrone"
"282","ind1b","Mito",0.05,0.941557323414953,"Mitoxantrone"
"283","ind1b","Mito",0.05,0.956331576953542,"Mitoxantrone"
"284","ind1b","Mito",0.05,1.00664669215139,"Mitoxantrone"
"285","ind1b","Mito",0.05,1.21433573257109,"Mitoxantrone"
"286","ind1b","Mito",0.1,0.403554591978219,"Mitoxantrone"
"287","ind1b","Mito",0.1,0.490079915294829,"Mitoxantrone"
"288","ind1b","Mito",0.1,0.553467617919177,"Mitoxantrone"
"289","ind1b","Mito",0.1,0.554465928857741,"Mitoxantrone"
"290","ind1b","Mito",0.5,0.444818075652037,"Mitoxantrone"
"291","ind1b","Mito",0.5,0.675600685788118,"Mitoxantrone"
"292","ind1b","Mito",0.5,1.04427805892146,"Mitoxantrone"
"293","ind1b","Mito",0.5,1.16622907642231,"Mitoxantrone"
"294","ind1b","Mito",1,0.362178567391059,"Mitoxantrone"
"295","ind1b","Mito",1,0.38839755463376,"Mitoxantrone"
"296","ind1b","Mito",1,0.780430113137321,"Mitoxantrone"
"297","ind1b","Mito",1,0.938109276216813,"Mitoxantrone"
"298","ind1b","Mito",5,0.00952556312526857,"Mitoxantrone"
"299","ind1b","Mito",5,0.0368870066899896,"Mitoxantrone"
"300","ind1b","Mito",5,0.0388387651138526,"Mitoxantrone"
"301","ind1b","Mito",5,0.0600994292027251,"Mitoxantrone"
"302","ind1b","Mito",10,0,"Mitoxantrone"
"303","ind1b","Mito",10,0.0100536419149152,"Mitoxantrone"
"304","ind1b","Mito",10,0.0184429225284797,"Mitoxantrone"
"305","ind1b","Mito",10,0.0190951722276576,"Mitoxantrone"
"306","ind1b","Mito",50,0,"Mitoxantrone"
"307","ind1b","Mito",50,0,"Mitoxantrone"
"308","ind1b","Mito",50,0,"Mitoxantrone"
"309","ind1b","Mito",50,0.0103776282135489,"Mitoxantrone"
"310","ind1b","Tras",0.01,0.907269395235186,"Trastuzumab"
"311","ind1b","Tras",0.01,0.983984931785787,"Trastuzumab"
"312","ind1b","Tras",0.01,1.21565872531053,"Trastuzumab"
"313","ind1b","Tras",0.01,1.5796782732641,"Trastuzumab"
"314","ind1b","Tras",0.05,0.390042589340037,"Trastuzumab"
"315","ind1b","Tras",0.05,0.921961635155147,"Trastuzumab"
"316","ind1b","Tras",0.05,1.08985087991184,"Trastuzumab"
"317","ind1b","Tras",0.05,1.92852797006119,"Trastuzumab"
"318","ind1b","Tras",0.1,0.39463533919883,"Trastuzumab"
"319","ind1b","Tras",0.1,0.406690700078151,"Trastuzumab"
"320","ind1b","Tras",0.1,0.499014293997529,"Trastuzumab"
"321","ind1b","Tras",0.1,0.667895227771195,"Trastuzumab"
"322","ind1b","Tras",0.5,0.628788192517621,"Trastuzumab"
"323","ind1b","Tras",0.5,0.780075701731863,"Trastuzumab"
"324","ind1b","Tras",0.5,1.04472531204188,"Trastuzumab"
"325","ind1b","Tras",0.5,1.44322784233499,"Trastuzumab"
"326","ind1b","Tras",1,0.612585113876497,"Trastuzumab"
"327","ind1b","Tras",1,0.971059107945701,"Trastuzumab"
"328","ind1b","Tras",1,1.04650717869783,"Trastuzumab"
"329","ind1b","Tras",1,1.14019114206952,"Trastuzumab"
"330","ind1b","Tras",5,0.902964463266433,"Trastuzumab"
"331","ind1b","Tras",5,1.07518566255447,"Trastuzumab"
"332","ind1b","Tras",5,1.13543239427975,"Trastuzumab"
"333","ind1b","Tras",5,1.24366292272755,"Trastuzumab"
"334","ind1b","Tras",10,0.657366485611147,"Trastuzumab"
"335","ind1b","Tras",10,1.32177276969963,"Trastuzumab"
"336","ind1b","Veh",0.01,0.923538994094889,"Vehicle"
"337","ind1b","Veh",0.01,0.950458155161881,"Vehicle"
"338","ind1b","Veh",0.01,1,"Vehicle"
"339","ind1b","Veh",0.01,1.24546935451028,"Vehicle"
"340","ind1b","Veh",0.05,0.85115542239212,"Vehicle"
"341","ind1b","Veh",0.05,1,"Vehicle"
"342","ind1b","Veh",0.05,1.2310729988176,"Vehicle"
"343","ind1b","Veh",0.05,1.2666482992963,"Vehicle"
"344","ind1b","Veh",0.1,1,"Vehicle"
"345","ind1b","Veh",0.1,1.1589885799279,"Vehicle"
"346","ind1b","Veh",0.5,0.686558387238378,"Vehicle"
"347","ind1b","Veh",0.5,1,"Vehicle"
"348","ind1b","Veh",0.5,1.49103423142864,"Vehicle"
"349","ind1b","Veh",1,0.984781682363274,"Vehicle"
"350","ind1b","Veh",1,1,"Vehicle"
"351","ind1b","Veh",1,1.02394058768795,"Vehicle"
"352","ind1b","Veh",5,0.721622782790155,"Vehicle"
"353","ind1b","Veh",5,0.803203829865586,"Vehicle"
"354","ind1b","Veh",5,1,"Vehicle"
"355","ind1b","Veh",5,1.18592033388572,"Vehicle"
"356","ind1b","Veh",10,0.855200566782497,"Vehicle"
"357","ind1b","Veh",10,1,"Vehicle"
"358","ind1b","Veh",10,1.06663068047637,"Vehicle"
"359","ind1b","Veh",50,0.865175832412509,"Vehicle"
"360","ind1b","Veh",50,1,"Vehicle"
"361","ind1b","Veh",50,1.10640352978449,"Vehicle"
"362","ind2a","Daun",0.01,0.971416675676111,"Daunorubicin"
"363","ind2a","Daun",0.01,0.862456840928487,"Daunorubicin"
"364","ind2a","Daun",0.01,1.03468827706456,"Daunorubicin"
"365","ind2a","Daun",0.01,0.926508238465803,"Daunorubicin"
"366","ind2a","Daun",0.05,0.88492387797838,"Daunorubicin"
"367","ind2a","Daun",0.05,0.883475012734167,"Daunorubicin"
"368","ind2a","Daun",0.05,0.742317052464769,"Daunorubicin"
"369","ind2a","Daun",0.05,0.918517176976626,"Daunorubicin"
"370","ind2a","Daun",0.1,0.850235901918594,"Daunorubicin"
"371","ind2a","Daun",0.1,0.792818159404698,"Daunorubicin"
"372","ind2a","Daun",0.1,0.849196476600323,"Daunorubicin"
"373","ind2a","Daun",0.1,0.862678187197418,"Daunorubicin"
"374","ind2a","Daun",0.5,0.839777618648748,"Daunorubicin"
"375","ind2a","Daun",0.5,0.991692407695621,"Daunorubicin"
"376","ind2a","Daun",0.5,0.3827702015331,"Daunorubicin"
"377","ind2a","Daun",0.5,0.87497919138378,"Daunorubicin"
"378","ind2a","Daun",1,0.726214029539186,"Daunorubicin"
"379","ind2a","Daun",1,0.745887446935776,"Daunorubicin"
"380","ind2a","Daun",1,0.963413836776504,"Daunorubicin"
"381","ind2a","Daun",1,0.465626006494843,"Daunorubicin"
"382","ind2a","Daun",5,0.0905385408616751,"Daunorubicin"
"383","ind2a","Daun",5,0.596427117437549,"Daunorubicin"
"384","ind2a","Daun",5,0.0497487816948277,"Daunorubicin"
"385","ind2a","Daun",5,0.109921721302483,"Daunorubicin"
"386","ind2a","Daun",10,0,"Daunorubicin"
"387","ind2a","Daun",10,0,"Daunorubicin"
"388","ind2a","Daun",10,0,"Daunorubicin"
"389","ind2a","Daun",10,0.0111272811570312,"Daunorubicin"
"390","ind2a","Daun",50,0,"Daunorubicin"
"391","ind2a","Daun",50,0,"Daunorubicin"
"392","ind2a","Daun",50,0,"Daunorubicin"
"393","ind2a","Daun",50,0.00741238042233098,"Daunorubicin"
"394","ind2a","Doxo",0.01,0.853885984141845,"Doxorubicin"
"395","ind2a","Doxo",0.01,0.842179840774368,"Doxorubicin"
"396","ind2a","Doxo",0.01,0.867519765187048,"Doxorubicin"
"397","ind2a","Doxo",0.01,0.874420616061961,"Doxorubicin"
"398","ind2a","Doxo",0.05,0.893997396570264,"Doxorubicin"
"399","ind2a","Doxo",0.05,0.994430924217556,"Doxorubicin"
"400","ind2a","Doxo",0.05,0.956212575697549,"Doxorubicin"
"401","ind2a","Doxo",0.05,1.02746731563756,"Doxorubicin"
"402","ind2a","Doxo",0.1,1.11514647211763,"Doxorubicin"
"403","ind2a","Doxo",0.1,0.995917944235252,"Doxorubicin"
"404","ind2a","Doxo",0.1,1.04710473821051,"Doxorubicin"
"405","ind2a","Doxo",0.1,0.957638515330823,"Doxorubicin"
"406","ind2a","Doxo",0.5,0.885945001836443,"Doxorubicin"
"407","ind2a","Doxo",0.5,0.913895927852894,"Doxorubicin"
"408","ind2a","Doxo",0.5,0.909018123974432,"Doxorubicin"
"409","ind2a","Doxo",0.5,0.914345129726859,"Doxorubicin"
"410","ind2a","Doxo",0.5,0.823957785593303,"Doxorubicin"
"411","ind2a","Doxo",1,0.793182109879572,"Doxorubicin"
"412","ind2a","Doxo",1,0.624698808310106,"Doxorubicin"
"413","ind2a","Doxo",1,0.805101430463769,"Doxorubicin"
"414","ind2a","Doxo",1,0.846231481639489,"Doxorubicin"
"415","ind2a","Doxo",5,0.599454901377617,"Doxorubicin"
"416","ind2a","Doxo",5,0.714383923978732,"Doxorubicin"
"417","ind2a","Doxo",5,0.416283724320516,"Doxorubicin"
"418","ind2a","Doxo",10,0.469058688680825,"Doxorubicin"
"419","ind2a","Doxo",10,0.556995118935696,"Doxorubicin"
"420","ind2a","Doxo",10,0.395976663618685,"Doxorubicin"
"421","ind2a","Doxo",10,0.476077633392146,"Doxorubicin"
"422","ind2a","Doxo",50,0,"Doxorubicin"
"423","ind2a","Doxo",50,0.0177123447330919,"Doxorubicin"
"424","ind2a","Doxo",50,0,"Doxorubicin"
"425","ind2a","Doxo",50,0.00823597824703442,"Doxorubicin"
"426","ind2a","Epi",0.01,0.956483234382799,"Epirubicin"
"427","ind2a","Epi",0.01,0.921003659751247,"Epirubicin"
"428","ind2a","Epi",0.01,0.79206586172075,"Epirubicin"
"429","ind2a","Epi",0.01,0.914914808995949,"Epirubicin"
"430","ind2a","Epi",0.05,0.825389099552889,"Epirubicin"
